order_id,product_id,quantity
396,4553,2
396,4574,2
397,6005,2
398,2747,2
399,6914,2
400,3163,2
401,2175,2
402,2674,2
403,6437,2
404,5238,2
405,4072,1
406,4847,2
406,4852,2
407,5750,2
408,4589,2
409,6831,2
410,7164,1
411,4643,2
412,5204,1
413,7052,2
414,3504,1
415,6937,2
416,1788,2
417,3152,2
418,6363,2
419,383,2
420,6282,2
420,6283,2
421,4436,2
422,349,2
423,7061,2
424,4505,1
425,2332,2
426,2980,2
426,4086,2
427,347,2
428,2644,2
429,6065,2
430,6993,2
431,495,2
432,3226,1
433,7049,2
434,1346,2
435,1908,1
436,2397,2
437,4452,2
438,3734,2
439,6308,2
440,2643,2
441,6834,2
442,4437,2
443,4533,2
444,801,2
445,6941,1
446,2045,2
447,3017,1
448,6455,2
449,683,2
450,6739,2
450,7001,2
451,2491,2
451,2880,2
452,7025,2
453,7048,2
454,2816,2
455,2579,2
456,5951,2
457,2904,2
458,4833,2
459,2598,2
459,4098,2
460,6619,2
461,4550,2
462,2583,3
463,3246,2
464,6792,2
465,2497,1
466,4550,2
467,2408,2
467,3063,2
467,3285,2
468,6337,2
469,4793,2
470,2455,2
471,3576,2
472,4471,2
473,6308,2
474,6218,2
475,1301,2
476,2456,2
476,3047,2
477,349,2
478,4531,2
479,411,2
480,364,2
481,1061,2
482,4552,2
483,1751,2
484,3698,2
485,3505,3
485,5590,2
486,1380,2
487,1762,2
488,4752,2
489,2545,2
490,7054,2
491,2772,2
491,4126,2
492,4089,2
493,6108,2
494,5172,2
495,6510,2
496,2747,2
497,3485,2
498,4552,2
499,2563,2
500,960,2
501,350,2
502,4525,2
503,4068,2
504,3514,2
505,6638,2
506,6993,2
507,4595,2
508,5625,2
509,6921,2
510,1860,2
511,1311,2
512,4027,2
513,2174,2
514,5526,2
515,6316,1
516,2748,2
517,793,2
518,355,2
519,714,2
519,1380,2
520,4306,2
521,5973,2
522,811,2
523,5898,2
524,3747,2
524,3780,2
525,6311,1
526,4454,2
527,3732,2
528,7093,2
529,6954,2
530,1194,2
531,2747,2
532,2329,2
533,2749,2
534,3045,2
535,7040,2
536,2619,2
537,5296,2
538,3782,2
539,3983,2
540,6989,2
541,2640,2
542,348,1
543,5475,2
544,5972,2
545,2401,1
546,6616,2
547,5730,2
547,5894,2
548,4723,2
549,6920,2
550,4550,2
551,1436,2
552,5969,2
552,6175,2
553,2850,2
554,7040,1
555,3395,2
556,2130,2
557,3441,2
558,1740,2
559,2900,2
560,3543,2
561,5090,2
562,1769,2
563,216,2
564,7010,2
565,1911,2
566,6454,2
567,2583,2
567,2714,2
568,6066,2
569,1346,2
570,5195,2
571,6068,2
572,2352,1
573,391,2
574,2614,2
575,1849,2
576,3698,2
577,6305,1
578,4184,1
579,5050,2
580,3902,2
581,3780,2
582,2749,2
583,650,2
583,3845,2
584,6762,2
585,5145,2
586,3552,2
587,6656,1
588,6833,2
589,2712,2
590,1350,2
591,3335,2
592,1396,2
593,6453,2
594,5305,2
595,350,2
596,6794,2
597,2219,2
598,3930,2
599,3185,2
600,5817,2
601,1788,2
602,4325,1
603,6336,2
604,6778,2
605,4983,2
606,3753,2
607,6609,2
608,7008,2
609,3265,2
610,5317,2
611,4001,2
612,2753,2
613,2615,2
614,1940,2
615,4764,2
616,6306,2
617,2946,1
618,5807,1
619,5893,1
620,793,2
621,4857,2
622,2880,2
623,6007,2
624,7033,1
625,679,2
626,4552,2
627,6536,2
628,6562,2
629,5202,2
630,4088,2
631,3525,2
632,4029,2
633,6893,2
634,6568,2
635,4555,2
636,2026,2
637,6045,2
638,1818,2
639,4782,2
640,3759,2
641,6615,2
642,4552,2
643,5397,2
644,159,2
645,7024,2
646,1376,2
647,2842,2
647,4284,2
648,688,2
649,1046,2
650,5672,1
651,3044,2
652,4057,2
653,5448,2
653,5466,2
654,4176,2
655,1209,1
655,1236,1
655,3828,1
656,5208,2
657,7040,2
658,3933,2
659,1770,2
660,2398,2
661,2753,2
662,1855,1
663,1274,2
664,4550,2
665,3219,2
665,4376,2
666,6667,2
667,3902,2
668,6853,2
669,1014,2
670,6306,2
671,665,2
672,1769,2
673,4016,2
674,4671,2
675,7048,2
676,4182,2
677,791,2
678,3024,2
679,6503,2
680,4704,2
681,4066,2
682,3396,2
683,5161,2
684,4400,2
685,4988,2
686,6396,2
687,6784,2
688,3015,2
688,3660,2
689,3928,2
690,3938,2
691,5142,1
692,4550,1
693,4436,2
694,1754,2
695,808,2
696,6447,1
697,6474,2
698,3752,2
699,7044,2
700,6956,2
701,4561,2
702,6306,2
703,1816,2
704,7138,2
705,4549,2
706,5372,2
707,6191,2
708,3396,2
709,4578,2
710,3663,2
711,6614,2
712,4552,1
713,6305,1
714,2492,2
715,953,2
716,3203,2
717,960,2
718,7025,2
719,1195,2
720,6777,2
721,6582,2
722,3194,2
723,6880,2
724,6992,2
725,362,2
726,1753,1
727,6860,2
728,1965,2
729,418,2
730,5301,2
731,5893,2
732,5295,2
733,3204,2
733,3544,2
734,6444,2
735,3660,2
736,6305,2
737,4549,2
738,6916,2
739,1769,2
740,6083,2
741,3665,2
742,4784,2
743,4990,2
744,1755,1
745,4628,2
746,5063,2
747,2223,2
748,2747,2
749,3044,2
750,2236,2
750,3167,2
751,4023,2
752,6429,1
753,3396,1
753,4613,1
753,4620,1
754,6757,2
755,6308,2
756,6373,2
757,6305,2
758,5137,2
759,2747,1
760,4353,2
760,4367,2
761,7023,2
762,6379,2
763,3626,2
764,309,2
764,4597,2
764,7186,2
765,1952,2
766,3623,2
767,4822,2
768,3676,2
769,26,2
770,1597,2
771,2901,1
772,6830,1
773,2598,2
774,7013,2
775,6367,2
776,415,2
777,5078,2
778,2011,2
779,2388,2
780,1543,2
781,3951,2
782,808,2
783,6313,2
784,1762,2
785,4622,2
786,1432,2
787,4453,2
788,7091,2
789,5450,2
790,6107,2
790,6132,2
791,515,2
792,5584,2
793,801,2
794,4550,1
795,5628,2
796,5717,2
797,4276,2
798,2499,2
799,4552,2
800,5338,2
801,914,2
802,3719,1
803,6735,1
804,2146,2
804,2159,2
805,3025,2
806,3191,2
807,2352,2
808,722,2
808,4823,2
809,5898,2
810,2619,2
811,3542,2
812,396,2
813,1349,2
814,6664,2
815,6445,2
816,5428,2
817,6767,2
818,352,2
818,353,2
819,1736,2
820,675,2
821,414,2
822,3357,2
823,6760,2
824,6879,2
825,6968,2
826,5729,2
827,3171,2
828,1369,1
829,1547,2
829,6759,2
830,6534,2
831,4730,2
832,2806,2
833,5587,2
834,6310,2
835,2818,2
836,789,2
837,2614,2
838,6304,2
839,4706,2
840,4824,1
841,6562,2
842,4437,2
843,6169,2
844,1851,2
845,2713,2
846,6081,2
846,6820,2
847,1835,2
848,6887,1
849,6309,2
850,4023,2
851,4550,2
852,4860,2
853,2483,2
854,5924,2
855,4566,1
856,2327,2
857,6503,1
858,2714,2
859,3690,2
860,963,2
861,352,2
862,256,2
862,298,2
863,794,2
864,2900,2
865,2490,2
866,5893,2
867,6795,2
868,2001,2
869,3029,2
870,5260,2
870,5365,2
871,5450,2
872,710,2
873,2704,2
874,5924,2
875,2807,2
876,349,2
877,7166,2
878,2753,2
879,5206,2
880,403,2
881,4553,2
882,1987,2
883,4297,2
884,6615,1
885,6915,2
886,2054,2
887,2498,2
888,352,2
889,2138,2
889,2173,2
889,3466,2
890,384,2
891,2749,2
892,6628,2
893,740,2
894,4867,2
895,5832,1
896,6423,2
897,3780,2
898,7008,2
899,5922,2
900,564,2
901,4550,2
902,1477,1
903,6429,2
904,396,2
905,1337,2
905,6361,2
906,3926,2
907,349,2
908,6952,2
909,3698,2
910,797,2
911,6454,2
912,6127,2
913,2942,2
914,1773,2
915,6651,2
916,2351,2
917,5205,2
918,4679,2
918,4698,2
919,6975,2
920,6775,2
921,5665,2
922,1370,2
923,1792,2
924,2704,2
925,2489,2
925,4605,2
926,6821,2
927,2619,2
928,4555,1
929,1524,2
930,2712,2
931,7006,1
932,2752,2
933,5439,2
934,424,2
935,4547,2
936,3293,2
937,6957,2
938,5994,1
939,3931,2
940,1795,2
941,1840,1
942,5631,2
943,417,2
944,4181,2
945,1611,2
946,4287,2
947,2900,2
948,4088,1
949,2751,2
950,1311,1
951,6618,2
952,1801,2
952,1807,2
953,264,1
954,4590,2
955,6224,2
956,5325,2
957,4456,2
958,2027,1
959,5350,2
960,4704,2
960,6744,2
961,3018,2
962,7033,2
963,1758,2
964,3985,1
965,3712,2
966,6885,2
967,1352,2
968,3655,2
969,4087,2
970,887,1
971,3568,2
971,4088,2
972,5453,1
973,6564,2
974,805,2
975,2881,1
976,2716,2
977,4758,2
978,1538,2
979,6308,2
980,2751,2
981,1657,2
982,3580,2
982,4066,2
983,2489,2
984,4567,2
985,3695,1
986,2932,2
987,1802,2
988,1820,2
989,2616,2
990,6305,2
991,3396,2
992,2986,2
993,4887,2
994,6275,2
995,1792,2
996,2707,1
997,7064,2
997,7071,2
998,2353,2
999,4666,2
1000,2900,2
1001,1783,2
1002,3571,2
1003,4091,2
1004,1756,2
1005,6336,2
1006,1419,2
1007,228,2
1008,6847,2
1009,3228,2
1010,3936,1
1011,348,2
1012,4528,2
1013,3658,2
1014,4534,2
1015,3728,1
1016,1114,2
1017,4805,2
1018,364,2
1019,5899,2
1020,406,2
1021,1350,2
1022,2032,2
1023,4551,2
1024,4184,2
1025,2904,2
1026,4263,2
1026,4413,2
1027,5454,2
1028,6033,2
1029,2131,2
1030,1777,2
1031,5163,2
1032,5893,1
1033,2639,2
1034,6726,2
1035,5715,2
1036,5406,2
1036,5410,2
1037,4572,2
1038,4563,2
1039,6646,2
1040,6445,2
1041,6395,2
1042,2714,2
1043,454,2
1044,4790,2
1045,3043,2
1046,5819,2
1047,4552,2
1047,4563,2
1048,6537,2
1049,3677,2
1050,6084,2
1051,349,2
1052,5927,2
1053,4464,2
1054,6760,2
1055,2886,2
1056,2971,2
1057,417,2
1058,5972,2
1059,801,2
1060,1724,2
1061,6758,1
1062,2332,2
1063,6449,2
1064,5185,2
1065,387,2
1066,2373,1
1067,5149,2
1068,4351,2
1069,3016,2
1070,808,2
1070,4813,2
1071,3971,2
1072,2236,2
1073,4515,2
1074,4677,2
1075,1347,2
1076,1646,2
1077,5333,2
1078,3725,2
1079,4451,2
1080,6746,2
1081,689,2
1081,4569,2
1081,4575,2
1082,1760,2
1083,5896,2
1084,6618,1
1085,5893,2
1086,5900,2
1087,4550,1
1088,4555,2
1089,4733,2
1090,5103,2
1091,4601,2
1092,1348,2
1093,2984,2
1094,5901,2
1095,2608,2
1096,5129,2
1097,6446,2
1098,5008,2
1099,6371,2
1100,5426,2
1101,6588,2
1102,4597,2
1103,6224,2
1104,4600,2
1105,4550,2
1106,789,2
1107,4185,2
1108,6276,2
1109,2491,2
1110,4599,2
1111,2262,2
1112,4525,2
1113,5645,2
1114,1346,2
1115,4761,2
1116,1541,2
1117,3741,1
1117,3780,1
1118,1411,2
1119,350,2
1120,4615,2
1121,1758,2
1122,949,2
1123,6303,2
1124,350,2
1125,1443,2
1126,2620,2
1127,4464,2
1128,894,2
1129,5154,2
1130,6636,2
1131,403,2
1132,6620,2
1133,2575,2
1134,3512,2
1135,4552,2
1136,7050,2
1137,2541,2
1138,6444,2
1139,4027,2
1140,6303,2
1141,3540,2
1142,6891,2
1143,1751,2
1144,364,2
1145,6224,2
1146,1349,2
1147,5211,2
1148,6276,1
1149,5288,2
1150,6793,2
1151,7033,2
1152,7088,1
1153,1738,2
1154,6275,2
1155,4536,2
1156,1283,2
1157,4761,1
1158,6367,2
1159,1534,2
1160,6998,2
1161,2905,2
1161,3488,2
1161,4603,2
1161,5658,2
1161,5708,2
1161,6047,2
1161,6120,2
1161,6132,2
1161,7038,2
1162,7091,2
1163,6763,2
1164,1617,1
1165,6773,2
1166,2209,2
1167,571,2
1168,3186,1
1168,3521,1
1169,6021,2
1170,2751,2
1171,4782,2
1172,4534,2
1173,1588,2
1174,3984,2
1175,2758,1
1176,2851,2
1177,6438,2
1178,348,2
1179,4759,2
1180,1956,2
1181,2880,2
1182,4274,2
1183,1771,2
1184,2747,2
1185,4779,2
1186,2640,2
1187,2354,2
1187,2902,2
1188,4614,2
1189,1857,2
1190,6366,2
1191,6667,2
1192,1823,2
1193,2900,2
1194,3774,2
1195,3462,2
1196,2747,2
1197,6305,1
1198,5893,2
1199,1530,2
1200,4022,2
1201,4284,2
1202,6585,2
1203,6658,2
1204,2392,2
1205,3140,2
1206,2160,2
1207,2712,2
1207,3405,2
1208,4823,2
1209,2195,2
1210,3071,2
1211,2332,2
1212,3395,2
1213,1783,2
1214,6398,2
1215,428,2
1216,6994,2
1217,7042,2
1218,503,2
1218,3338,2
1219,5038,2
1220,4550,2
1221,2615,2
1222,5162,2
1223,6157,1
1224,1775,2
1225,791,2
1226,1783,2
1227,3219,2
1228,1790,2
1229,4549,2
1230,4091,2
1231,6823,2
1232,4746,2
1233,2064,1
1234,4873,2
1235,221,2
1236,1346,2
1237,3928,2
1238,2373,2
1239,496,2
1240,6157,2
1241,6580,2
1242,803,2
1243,2880,2
1244,3142,2
1245,2269,2
1246,5123,2
1247,5717,2
1248,6866,1
1249,7126,2
1250,4072,2
1251,1124,2
1252,3358,2
1253,6790,2
1254,6502,2
1255,6256,2
1256,2582,2
1257,2639,2
1258,6683,2
1259,1376,2
1260,1921,2
1261,6097,2
1262,6615,2
1263,3952,2
1264,5493,2
1265,5730,2
1266,2574,2
1267,4566,2
1268,350,2
1269,5974,2
1270,4625,2
1271,6198,2
1272,3042,1
1273,4527,2
1274,6735,2
1275,6739,2
1276,1019,2
1277,6800,2
1278,392,2
1279,726,2
1280,3216,2
1281,2515,2
1282,709,2
1282,1700,2
1282,3582,2
1282,6794,2
1283,4587,2
1284,4584,2
1285,6860,2
1286,6425,2
1287,4028,2
1288,6673,2
1289,3193,2
1290,4554,1
1291,2493,1
1292,5392,2
1293,6367,2
1294,4597,2
1295,2717,2
1296,1762,2
1297,1474,2
1298,6637,2
1299,4583,2
1300,3782,2
1301,3196,2
1302,7169,2
1303,4456,2
1304,6016,2
1305,2753,2
1306,5819,2
1307,2417,2
1308,7047,2
1309,2749,2
1310,6666,2
1311,971,2
1312,5431,2
1313,3727,2
1314,1757,2
1315,666,2
1315,799,2
1316,7016,2
1317,6724,2
1318,1772,2
1319,1347,2
1320,6444,2
1321,1805,2
1322,420,2
1323,4550,2
1324,6013,2
1325,7064,2
1326,1854,2
1327,4029,2
1328,2747,2
1329,6305,2
1330,6136,2
1331,1768,2
1332,3014,2
1333,6585,2
1334,2394,2
1335,5375,2
1336,365,2
1337,138,2
1338,3504,1
1339,798,1
1340,7184,2
1341,217,2
1342,3191,2
1342,3586,2
1343,1826,2
1344,6616,2
1345,4450,2
1346,6304,1
1347,4183,2
1348,3982,2
1349,6127,2
1350,351,2
1351,7064,1
1352,4592,2
1353,3759,2
1354,5090,2
1355,499,2
1356,386,2
1357,4752,2
1358,1905,2
1359,6534,2
1360,6303,2
1361,1356,2
1362,6841,2
1363,387,2
1364,4550,2
1365,1795,2
1366,2600,2
1367,4351,2
1368,355,2
1368,1347,2
1369,4455,2
1370,1009,2
1371,4754,2
1372,2615,2
1373,3546,2
1374,798,2
1375,5319,2
1376,4891,2
1377,2499,2
1378,348,2
1379,6827,2
1380,416,2
1381,1771,2
1382,6016,2
1383,5750,2
1384,869,2
1385,6588,2
1386,2748,2
1386,5872,2
1387,2208,2
1388,3303,2
1389,1881,2
1390,3705,2
1391,4126,2
1392,4986,2
1393,6224,2
1394,2750,1
1395,1822,2
1396,6875,2
1397,350,2
1398,2966,2
1399,2879,2
1400,3008,2
1401,5268,2
1402,6748,2
1403,4984,2
1404,5781,2
1405,2902,2
1406,3574,2
1406,4194,2
1407,2750,2
1408,4086,2
1409,5422,2
1410,5473,2
1411,1756,2
1412,6666,1
1413,1751,2
1414,6887,1
1415,6941,2
1416,5838,2
1417,2279,2
1418,3396,2
1419,2644,2
1420,4823,2
1421,3983,2
1422,7156,2
1423,7069,2
1424,3540,2
1425,2748,2
1425,2863,2
1426,6224,2
1427,2417,2
1428,6860,2
1429,1728,2
1430,6366,2
1431,4864,2
1432,2620,2
1433,4571,2
1434,6867,2
1435,5378,2
1436,1392,2
1437,1957,2
1438,789,2
1439,1726,2
1440,2445,2
1441,528,1
1442,6792,2
1443,6824,2
1444,4606,1
1445,5924,2
1446,750,2
1446,757,2
1446,5867,2
1446,6753,2
1447,5923,2
1448,6663,2
1449,6371,2
1450,6453,2
1451,6303,2
1452,2641,2
1453,3300,2
1454,2942,2
1455,2281,2
1456,2280,2
1457,1785,2
1458,2614,2
1459,3540,3
1460,4454,2
1461,4436,2
1462,798,2
1463,388,2
1464,5268,2
1465,6396,2
1466,960,2
1467,3027,2
1468,6493,2
1469,796,2
1470,5340,2
1471,4758,1
1472,6748,2
1473,7023,2
1474,2333,2
1475,736,2
1476,3752,1
1477,6762,2
1478,5375,2
1479,2065,2
1480,3028,2
1481,4592,2
1482,5434,2
1483,1347,2
1484,6541,2
1485,3674,2
1485,3690,2
1486,5434,2
1487,5743,2
1488,4552,1
1489,3377,2
1489,3378,2
1489,4269,2
1490,808,2
1491,1773,2
1492,1908,2
1493,3120,2
1494,1682,2
1495,3532,2
1496,5893,2
1497,2579,2
1497,3539,2
1498,6919,2
1499,3700,2
1500,6581,1
1501,2978,2
1502,1346,2
1503,596,2
1504,353,2
1505,1620,2
1505,2376,2
1506,422,2
1506,423,2
1507,5428,2
1507,5449,2
1508,2208,2
1508,2662,2
1509,217,2
1510,3212,2
1511,5871,2
1512,5214,2
1512,5294,2
1513,1391,2
1514,4850,2
1515,2907,2
1516,1437,2
1517,4004,2
1518,1042,2
1519,2644,2
1520,6678,2
1521,1821,2
1522,3396,2
1523,5424,2
1524,6620,2
1525,4832,2
1526,1627,2
1527,1790,2
1528,3012,2
1529,1570,2
1530,4066,2
1531,3358,1
1532,6872,2
1533,4452,2
1534,6309,2
1535,6117,2
1536,6664,2
1537,5924,2
1538,4569,2
1539,2751,2
1540,2064,2
1541,4619,2
1542,2578,2
1543,4186,2
1544,1731,2
1545,349,2
1546,1602,2
1547,6865,2
1548,5717,2
1549,6759,1
1549,6761,1
1550,1742,2
1550,2068,2
1550,3935,2
1551,3787,2
1552,6636,2
1553,1734,2
1554,5899,1
1555,5810,2
1556,7055,2
1557,4553,2
1558,3023,2
1559,4549,1
1560,3027,2
1561,399,2
1562,384,2
1563,2748,2
1564,5971,2
1565,2900,2
1566,6615,2
1567,1769,2
1568,1350,2
1569,6898,2
1570,5845,2
1571,4464,2
1572,1773,2
1573,1771,2
1574,2085,2
1575,5318,1
1576,6760,2
1577,6853,2
1578,6282,2
1579,5904,2
1580,974,2
1581,2638,2
1582,3573,2
1583,5578,2
1584,6334,2
1585,5436,2
1586,4500,2
1587,6740,2
1588,4770,2
1589,2663,2
1590,4606,1
1591,3853,2
1592,7088,2
1593,6307,2
1593,6946,2
1594,4462,2
1595,888,2
1596,2490,1
1597,1312,2
1598,2043,1
1599,3142,2
1600,7064,2
1601,3226,1
1601,4095,1
1602,2230,2
1602,5814,2
1602,6537,2
1602,7069,2
1603,1576,2
1604,2617,2
1605,3723,2
1606,4827,2
1607,4706,2
1608,5159,2
1609,6127,1
1610,5153,2
1611,1770,2
1612,1838,2
1613,7009,1
1614,1770,2
1615,1561,2
1616,4035,2
1617,5818,2
1618,7005,2
1619,3193,2
1620,2498,2
1621,6759,2
1622,2033,2
1623,4551,2
1624,6308,1
1625,3169,2
1625,4936,2
1626,7078,2
1627,887,1
1627,7035,1
1628,7052,1
1629,2662,2
1630,4584,2
1631,4453,2
1632,2139,2
1633,4419,1
1634,1523,2
1635,6760,2
1636,4550,1
1637,6303,2
1638,6450,2
1639,6683,2
1640,6064,2
1641,2197,2
1642,2707,2
1643,7089,2
1644,4853,2
1645,2030,2
1646,4563,2
1647,6276,2
1648,3402,1
1649,6677,2
1650,7049,2
1651,1762,2
1652,5070,2
1653,5822,2
1653,5864,2
1654,5069,2
1655,6896,2
1656,6278,2
1657,4574,2
1657,4595,2
1658,5455,2
1659,2706,2
1660,1718,2
1661,670,2
1662,4756,2
1663,1083,1
1663,1122,1
1663,6254,1
1664,4529,2
1665,3194,2
1666,4070,1
1667,4564,1
1668,1348,2
1669,1928,2
1670,1740,2
1670,1775,2
1671,5437,2
1672,2639,2
1673,6007,2
1673,6941,2
1674,6665,2
1675,805,2
1676,2754,2
1677,1765,2
1678,5900,1
1679,5398,2
1680,6793,2
1681,4415,2
1682,2886,2
1683,5888,2
1684,3359,2
1685,4456,2
1686,6942,2
1687,1771,2
1688,2493,2
1689,6614,2
1690,2170,2
1691,4601,2
1692,2718,2
1693,4028,2
1694,2206,2
1695,3852,2
1696,3516,1
1697,4563,2
1698,3583,2
1699,451,2
1699,2135,2
1699,3093,2
1699,3944,2
1700,2398,2
1701,6054,2
1702,3657,2
1703,4453,2
1704,3002,2
1705,6008,2
1706,369,2
1707,4554,2
1708,2639,2
1709,5305,2
1710,4746,2
1711,2900,2
1712,4272,2
1713,6312,2
1714,338,2
1714,1788,2
1715,1821,2
1716,807,2
1717,1757,2
1718,2280,2
1719,684,2
1720,4549,2
1721,4089,1
1722,3401,2
1723,3777,1
1724,3046,2
1725,3731,2
1726,3542,2
1727,3169,2
1728,349,2
1729,1765,1
1730,2802,2
1731,4238,2
1732,6155,1
1733,2391,2
1734,349,1
1735,3405,2
1736,1392,2
1737,1825,2
1738,6303,2
1739,468,2
1740,4989,2
1741,4549,2
1742,6443,2
1743,7071,2
1744,3016,2
1745,2880,2
1746,7068,2
1746,7075,2
1747,1775,2
1748,6055,2
1748,6133,2
1749,4324,2
1750,3879,2
1751,4520,2
1752,5422,2
1753,1347,2
1754,2540,2
1755,3753,2
1756,7040,2
1757,5893,2
1758,6565,2
1759,3525,2
1760,2715,2
1761,1776,2
1762,3600,2
1763,4234,2
1763,4632,2
1764,4072,2
1765,4545,2
1766,4066,2
1767,2490,1
1768,689,2
1768,4757,2
1769,1769,2
1770,5228,2
1771,5232,2
1772,3539,2
