productId,productname,price,stock,description,merchant_id
121,Blouse_24077,108.81,455,Product Blouse_24077,1
122,Blouse_57660,356.96,585,Product Blouse_57660,1
123,Blouse_38153,207.01,693,Product Blouse_38153,1
124,Blouse_36928,238.36,810,Product Blouse_36928,1
125,Blouse_20547,499.65,423,Product Blouse_20547,1
126,Blouse_35740,381.43,44,Product Blouse_35740,1
127,Blouse_23296,403.66,926,Product Blouse_23296,1
128,Blouse_41768,173.55,6,Product Blouse_41768,1
129,Blouse_14490,462.43,538,Product Blouse_14490,1
130,Blouse_36413,193.34,911,Product Blouse_36413,1
131,Blouse_54011,362.63,344,Product Blouse_54011,1
132,Blouse_12139,327.42,249,Product Blouse_12139,1
133,Blouse_36005,396.08,786,Product Blouse_36005,2
134,Blouse_50385,111.6,454,Product Blouse_50385,2
135,Blouse_29530,323.44,779,Product Blouse_29530,1
136,Blouse_46631,435.19,703,Product Blouse_46631,2
137,Blouse_47792,267.56,511,Product Blouse_47792,1
138,Blouse_11588,69.14,617,Product Blouse_11588,2
139,Blouse_13569,414.2,636,Product Blouse_13569,2
140,Blouse_27201,91.93,129,Product Blouse_27201,1
141,Blouse_21394,329.75,710,Product Blouse_21394,2
142,Blouse_33324,409.77,558,Product Blouse_33324,1
143,Blouse_17048,476.32,481,Product Blouse_17048,2
144,Blouse_3340,488.6,709,Product Blouse_3340,2
145,Blouse_15968,286.98,375,Product Blouse_15968,1
146,Blouse_46997,262.06,978,Product Blouse_46997,2
147,Blouse_32714,274.64,919,Product Blouse_32714,1
148,Blouse_33547,362.63,361,Product Blouse_33547,2
149,Blouse_53351,93.41,915,Product Blouse_53351,1
150,Blouse_47618,164.45,859,Product Blouse_47618,1
151,Blouse_65491,79.8,182,Product Blouse_65491,1
152,Blouse_38791,79.69,337,Product Blouse_38791,1
153,Blouse_39605,61.21,701,Product Blouse_39605,1
154,Blouse_21626,480.82,14,Product Blouse_21626,1
155,Blouse_49688,275.59,343,Product Blouse_49688,1
156,Blouse_25447,174.85,411,Product Blouse_25447,1
157,Blouse_45316,353.61,932,Product Blouse_45316,1
158,Blouse_9097,144.36,8,Product Blouse_9097,1
159,Blouse_48154,376.65,947,Product Blouse_48154,1
160,Blouse_48279,272.43,938,Product Blouse_48279,2
161,Blouse_48666,239.01,157,Product Blouse_48666,1
162,Blouse_47090,285.02,960,Product Blouse_47090,1
163,Blouse_7233,245.97,520,Product Blouse_7233,1
164,Blouse_18271,124.61,218,Product Blouse_18271,2
165,Blouse_5614,382.81,892,Product Blouse_5614,1
166,Blouse_35575,333.95,901,Product Blouse_35575,1
167,Blouse_49456,474.41,907,Product Blouse_49456,1
168,Blouse_50348,416.88,322,Product Blouse_50348,1
169,Blouse_8944,184.99,102,Product Blouse_8944,1
170,Blouse_39076,205.04,121,Product Blouse_39076,1
171,Blouse_62459,260.83,907,Product Blouse_62459,1
172,Bottom_22224,229.6,660,Product Bottom_22224,1
173,Bottom_17139,77.06,979,Product Bottom_17139,1
174,Bottom_22973,82.3,107,Product Bottom_22973,1
175,Bottom_33297,240.11,126,Product Bottom_33297,1
176,Bottom_56143,60.11,751,Product Bottom_56143,1
177,Bottom_14937,317.88,135,Product Bottom_14937,1
178,Bottom_28507,83.01,354,Product Bottom_28507,1
179,Bottom_33290,397.37,654,Product Bottom_33290,1
180,Bottom_25011,155.52,313,Product Bottom_25011,1
181,Bottom_10362,444.71,233,Product Bottom_10362,1
182,Bottom_44055,370.28,571,Product Bottom_44055,1
183,Bottom_31859,387.36,368,Product Bottom_31859,1
184,Bottom_19185,485.66,295,Product Bottom_19185,1
185,Bottom_22627,321.56,340,Product Bottom_22627,2
186,Bottom_27516,466.21,619,Product Bottom_27516,1
187,Bottom_48255,72.32,354,Product Bottom_48255,1
188,Bottom_2527,437.68,677,Product Bottom_2527,1
189,Bottom_13758,71.83,759,Product Bottom_13758,1
190,Bottom_42150,75.83,551,Product Bottom_42150,1
191,Bottom_49016,398.35,397,Product Bottom_49016,1
192,Bottom_28335,350.81,285,Product Bottom_28335,1
193,Bottom_33372,261.6,571,Product Bottom_33372,1
194,Bottom_25410,458.72,488,Product Bottom_25410,1
195,Bottom_2869,210.02,221,Product Bottom_2869,1
196,Bottom_35614,387.97,790,Product Bottom_35614,1
197,Bottom_5374,339.64,746,Product Bottom_5374,1
198,Bottom_24474,129.3,992,Product Bottom_24474,1
199,Bottom_38206,168.5,697,Product Bottom_38206,1
200,Bottom_64952,92.11,922,Product Bottom_64952,1
201,Bottom_25922,220.33,231,Product Bottom_25922,1
202,Bottom_46152,196.89,495,Product Bottom_46152,1
203,Bottom_4610,276.03,31,Product Bottom_4610,1
204,Bottom_40047,52.91,106,Product Bottom_40047,1
205,Bottom_21336,416.53,47,Product Bottom_21336,1
206,Bottom_56640,479.68,851,Product Bottom_56640,1
207,Bottom_45936,94.24,536,Product Bottom_45936,1
208,Bottom_13368,495.93,524,Product Bottom_13368,2
209,Bottom_61893,282.55,949,Product Bottom_61893,1
210,Bottom_25355,183.77,341,Product Bottom_25355,1
211,Bottom_63461,385.71,895,Product Bottom_63461,1
212,Bottom_9098,438.35,317,Product Bottom_9098,2
213,Bottom_55236,151.44,536,Product Bottom_55236,2
214,Bottom_51587,268.11,675,Product Bottom_51587,1
215,Bottom_20351,396.48,988,Product Bottom_20351,2
216,Bottom_13007,60.82,424,Product Bottom_13007,2
217,Bottom_19819,173.66,425,Product Bottom_19819,1
218,Bottom_37630,333.75,989,Product Bottom_37630,2
219,Bottom_18946,350.18,840,Product Bottom_18946,1
220,Bottom_39962,388.0,223,Product Bottom_39962,1
221,Bottom_52133,212.5,769,Product Bottom_52133,1
222,Bottom_8408,117.85,569,Product Bottom_8408,2
223,Bottom_17029,183.66,505,Product Bottom_17029,2
224,Bottom_32798,96.21,363,Product Bottom_32798,1
225,Bottom_8201,62.65,306,Product Bottom_8201,1
226,Bottom_58174,300.48,888,Product Bottom_58174,1
227,Bottom_62382,170.87,612,Product Bottom_62382,1
228,Bottom_5244,455.28,119,Product Bottom_5244,1
229,Bottom_55398,115.86,723,Product Bottom_55398,2
230,Bottom_64506,138.64,639,Product Bottom_64506,1
231,Bottom_9723,343.2,50,Product Bottom_9723,1
232,Bottom_13831,214.66,518,Product Bottom_13831,1
233,Bottom_9079,331.07,712,Product Bottom_9079,2
234,Bottom_2889,203.83,111,Product Bottom_2889,2
235,Bottom_62917,64.98,681,Product Bottom_62917,1
236,Bottom_43063,275.61,139,Product Bottom_43063,2
237,Bottom_32624,283.02,902,Product Bottom_32624,1
238,Bottom_13689,260.81,419,Product Bottom_13689,1
239,Bottom_57071,89.52,981,Product Bottom_57071,1
240,Bottom_27545,276.54,956,Product Bottom_27545,1
241,Bottom_9732,97.03,491,Product Bottom_9732,1
242,Bottom_3729,257.94,553,Product Bottom_3729,1
243,Bottom_30102,197.54,941,Product Bottom_30102,2
244,Bottom_43188,132.35,854,Product Bottom_43188,1
245,Bottom_22021,63.07,998,Product Bottom_22021,2
246,Bottom_64437,369.7,978,Product Bottom_64437,1
247,Bottom_51267,345.46,967,Product Bottom_51267,2
248,Bottom_27720,141.5,749,Product Bottom_27720,2
249,Bottom_32947,307.37,389,Product Bottom_32947,2
250,Bottom_17073,487.15,978,Product Bottom_17073,2
251,Bottom_25356,184.9,357,Product Bottom_25356,1
252,Bottom_894,54.2,782,Product Bottom_894,2
253,Bottom_14589,286.88,420,Product Bottom_14589,2
254,Bottom_4198,182.78,288,Product Bottom_4198,2
255,Bottom_42882,177.76,968,Product Bottom_42882,2
256,Bottom_64376,413.42,267,Product Bottom_64376,2
257,Bottom_27599,102.56,602,Product Bottom_27599,2
258,Bottom_62267,271.93,65,Product Bottom_62267,1
259,Bottom_63033,156.69,404,Product Bottom_63033,1
260,Bottom_7425,155.25,54,Product Bottom_7425,1
261,Bottom_24741,364.72,57,Product Bottom_24741,1
262,Bottom_50474,493.31,657,Product Bottom_50474,1
263,Bottom_44711,338.38,603,Product Bottom_44711,2
264,Bottom_35594,223.18,87,Product Bottom_35594,1
265,Bottom_33458,123.77,621,Product Bottom_33458,1
266,Bottom_5584,372.09,500,Product Bottom_5584,2
267,Bottom_34606,105.28,432,Product Bottom_34606,2
268,Bottom_13042,290.57,310,Product Bottom_13042,1
269,Bottom_30369,254.21,523,Product Bottom_30369,1
270,Bottom_44989,226.83,639,Product Bottom_44989,1
271,Bottom_40213,303.38,73,Product Bottom_40213,1
272,Bottom_5159,413.08,868,Product Bottom_5159,1
273,Bottom_51398,202.31,940,Product Bottom_51398,1
274,Bottom_65365,427.81,828,Product Bottom_65365,2
275,Bottom_41724,401.93,751,Product Bottom_41724,1
276,Bottom_43431,274.56,540,Product Bottom_43431,1
277,Bottom_32750,179.34,632,Product Bottom_32750,1
278,Bottom_64441,469.62,139,Product Bottom_64441,1
279,Bottom_33681,248.75,823,Product Bottom_33681,1
280,Bottom_5949,374.1,626,Product Bottom_5949,1
281,Bottom_44167,100.68,611,Product Bottom_44167,2
282,Bottom_63117,120.27,981,Product Bottom_63117,1
283,Bottom_32513,210.02,147,Product Bottom_32513,2
284,Bottom_17936,298.56,604,Product Bottom_17936,1
285,Bottom_29325,81.03,400,Product Bottom_29325,1
286,Bottom_58579,375.91,504,Product Bottom_58579,2
287,Bottom_20381,307.85,458,Product Bottom_20381,1
288,Bottom_24446,321.85,156,Product Bottom_24446,2
289,Bottom_26457,51.98,9,Product Bottom_26457,1
290,Bottom_20953,481.74,630,Product Bottom_20953,2
291,Bottom_8751,272.0,15,Product Bottom_8751,2
292,Bottom_59891,77.03,360,Product Bottom_59891,1
293,Bottom_42461,415.83,333,Product Bottom_42461,1
294,Bottom_5676,454.93,746,Product Bottom_5676,2
295,Bottom_57359,76.21,107,Product Bottom_57359,2
296,Bottom_14831,126.45,336,Product Bottom_14831,1
297,Bottom_875,343.9,805,Product Bottom_875,1
298,Bottom_19858,475.16,130,Product Bottom_19858,1
299,Bottom_61415,431.17,971,Product Bottom_61415,1
300,Bottom_43751,456.19,589,Product Bottom_43751,1
301,Bottom_3798,482.75,830,Product Bottom_3798,1
302,Bottom_57959,225.74,22,Product Bottom_57959,2
303,Bottom_19003,62.62,626,Product Bottom_19003,1
304,Bottom_61871,180.37,859,Product Bottom_61871,1
305,Bottom_60252,390.69,756,Product Bottom_60252,1
306,Bottom_8329,357.28,65,Product Bottom_8329,1
307,Bottom_17288,250.67,345,Product Bottom_17288,1
308,Bottom_56005,341.1,181,Product Bottom_56005,1
309,Bottom_20996,269.43,665,Product Bottom_20996,2
310,Bottom_5378,183.45,364,Product Bottom_5378,1
311,Bottom_49674,371.61,439,Product Bottom_49674,1
312,Bottom_25910,425.91,509,Product Bottom_25910,1
313,Bottom_59285,403.12,978,Product Bottom_59285,1
314,Bottom_37534,308.37,273,Product Bottom_37534,1
315,Bottom_26546,119.24,682,Product Bottom_26546,1
316,Bottom_33017,304.1,92,Product Bottom_33017,1
317,Bottom_50819,352.68,65,Product Bottom_50819,1
318,Bottom_30231,235.64,441,Product Bottom_30231,1
319,Bottom_16796,465.75,191,Product Bottom_16796,1
320,Bottom_26482,204.4,650,Product Bottom_26482,2
321,Bottom_60597,89.5,180,Product Bottom_60597,1
322,Bottom_27922,413.71,701,Product Bottom_27922,1
323,Bottom_36234,345.96,780,Product Bottom_36234,1
324,Bottom_63209,55.59,321,Product Bottom_63209,2
325,Bottom_51979,258.74,379,Product Bottom_51979,1
326,Bottom_3157,484.51,385,Product Bottom_3157,1
327,Bottom_28672,366.11,189,Product Bottom_28672,1
328,Bottom_44533,421.94,740,Product Bottom_44533,1
329,Bottom_14294,273.2,160,Product Bottom_14294,1
330,Dupatta_48146,399.02,694,Product Dupatta_48146,1
331,Dupatta_26368,417.36,755,Product Dupatta_26368,1
332,Dupatta_14532,451.95,495,Product Dupatta_14532,1
333,Ethnic Dress_39023,464.05,839,Product Ethnic Dress_39023,1
334,Ethnic Dress_14838,164.49,164,Product Ethnic Dress_14838,1
335,Ethnic Dress_47157,143.65,503,Product Ethnic Dress_47157,1
336,Ethnic Dress_13581,342.98,960,Product Ethnic Dress_13581,1
337,Ethnic Dress_41159,458.36,565,Product Ethnic Dress_41159,1
338,Ethnic Dress_36630,120.6,452,Product Ethnic Dress_36630,1
339,Ethnic Dress_36404,75.69,439,Product Ethnic Dress_36404,1
340,Set_55092,50.57,359,Product Set_55092,1
341,Set_1362,151.32,250,Product Set_1362,1
342,Set_39730,475.9,111,Product Set_39730,1
343,Set_14095,458.65,551,Product Set_14095,1
344,Set_5114,257.8,481,Product Set_5114,1
345,Set_37338,82.31,696,Product Set_37338,1
346,Set_58919,144.02,216,Product Set_58919,1
347,Set_11634,498.29,774,Product Set_11634,2
348,Set_11620,70.39,832,Product Set_11620,2
349,Set_55596,222.05,93,Product Set_55596,1
350,Set_51583,367.18,118,Product Set_51583,2
351,Set_55318,383.86,520,Product Set_55318,1
352,Set_30811,138.15,588,Product Set_30811,2
353,Set_21707,445.41,159,Product Set_21707,1
354,Set_3593,346.35,927,Product Set_3593,1
355,Set_59799,92.32,105,Product Set_59799,1
356,Set_47977,253.19,905,Product Set_47977,1
357,Set_5348,188.23,131,Product Set_5348,1
358,Set_40441,366.92,431,Product Set_40441,1
359,Set_25963,203.8,480,Product Set_25963,1
360,Set_49178,116.24,811,Product Set_49178,1
361,Western Dress_54938,171.07,397,Product Western Dress_54938,2
362,Western Dress_42416,118.24,66,Product Western Dress_42416,2
363,Western Dress_10900,232.54,499,Product Western Dress_10900,2
364,Western Dress_6395,299.41,35,Product Western Dress_6395,1
365,Western Dress_62723,90.64,72,Product Western Dress_62723,2
366,Western Dress_27454,147.25,252,Product Western Dress_27454,2
367,Western Dress_19579,182.1,236,Product Western Dress_19579,2
368,Western Dress_18338,496.92,416,Product Western Dress_18338,1
369,Ethnic Dress_35576,342.27,153,Product Ethnic Dress_35576,1
370,Ethnic Dress_40164,122.63,135,Product Ethnic Dress_40164,1
371,Ethnic Dress_52695,476.89,108,Product Ethnic Dress_52695,1
372,Ethnic Dress_64585,213.86,331,Product Ethnic Dress_64585,1
373,Ethnic Dress_623,175.77,469,Product Ethnic Dress_623,1
374,Ethnic Dress_3407,404.28,574,Product Ethnic Dress_3407,1
375,Ethnic Dress_34084,304.85,636,Product Ethnic Dress_34084,1
376,Set_47611,329.0,305,Product Set_47611,1
377,Set_8464,290.46,59,Product Set_8464,1
378,Set_7706,221.73,193,Product Set_7706,2
379,Set_38712,268.5,858,Product Set_38712,1
380,Set_3179,127.43,501,Product Set_3179,1
381,Set_20292,104.72,278,Product Set_20292,1
382,Set_2770,126.5,784,Product Set_2770,1
383,Set_39197,200.63,989,Product Set_39197,1
384,Set_36891,494.74,76,Product Set_36891,1
385,Set_18684,261.4,611,Product Set_18684,1
386,Set_43772,409.68,440,Product Set_43772,1
387,Set_10404,294.6,981,Product Set_10404,1
388,Set_27510,219.72,832,Product Set_27510,1
389,Set_24513,430.01,595,Product Set_24513,1
390,Set_44223,200.83,107,Product Set_44223,1
391,Set_33997,400.58,639,Product Set_33997,1
392,Set_18392,252.02,610,Product Set_18392,1
393,Set_37959,327.07,415,Product Set_37959,1
394,Set_19698,76.68,891,Product Set_19698,1
395,Set_50920,325.22,830,Product Set_50920,1
396,Set_39149,221.99,936,Product Set_39149,1
397,Set_45732,300.43,87,Product Set_45732,1
398,Set_20900,326.19,104,Product Set_20900,1
399,Set_2112,255.0,287,Product Set_2112,1
400,Set_50060,106.38,567,Product Set_50060,1
401,Set_3808,448.1,855,Product Set_3808,1
402,Set_54175,309.82,800,Product Set_54175,1
403,Set_27913,495.71,109,Product Set_27913,1
404,Set_40756,121.18,297,Product Set_40756,1
405,Set_37327,93.44,551,Product Set_37327,1
406,Set_47495,138.51,711,Product Set_47495,2
407,Set_5785,447.7,67,Product Set_5785,1
408,Set_60641,269.08,903,Product Set_60641,2
409,Set_59365,254.0,991,Product Set_59365,2
410,Set_53208,182.22,229,Product Set_53208,1
411,Set_6388,120.36,8,Product Set_6388,1
412,Set_8502,358.88,664,Product Set_8502,1
413,Set_16473,299.12,120,Product Set_16473,1
414,Set_42370,138.43,790,Product Set_42370,1
415,Set_23035,344.92,846,Product Set_23035,1
416,Set_25703,96.25,531,Product Set_25703,1
417,Set_57933,472.25,426,Product Set_57933,1
418,Set_50665,215.92,24,Product Set_50665,1
419,Set_58204,283.65,664,Product Set_58204,2
420,Set_47356,264.79,687,Product Set_47356,1
421,Set_2179,279.15,181,Product Set_2179,1
422,Set_54988,114.66,867,Product Set_54988,2
423,Set_19584,215.62,60,Product Set_19584,2
424,Set_24686,68.69,199,Product Set_24686,1
425,Set_51290,240.63,186,Product Set_51290,1
426,Set_47589,254.67,931,Product Set_47589,1
427,Set_51675,219.08,621,Product Set_51675,1
428,Set_60063,196.8,158,Product Set_60063,1
429,Set_633,65.86,820,Product Set_633,1
430,Set_23453,375.68,154,Product Set_23453,1
431,Ethnic Dress_52798,464.19,891,Product Ethnic Dress_52798,1
432,Ethnic Dress_15530,114.85,78,Product Ethnic Dress_15530,1
433,Western Dress_14100,377.96,843,Product Western Dress_14100,1
434,Set_29938,384.05,30,Product Set_29938,1
435,Set_22868,137.78,860,Product Set_22868,1
436,Set_5178,361.2,417,Product Set_5178,1
437,Set_41963,226.53,251,Product Set_41963,1
438,Set_60741,119.7,433,Product Set_60741,1
439,Set_9066,165.26,366,Product Set_9066,1
440,Set_18410,381.94,863,Product Set_18410,1
441,Top_15291,471.98,822,Product Top_15291,1
442,Top_4579,268.99,667,Product Top_4579,1
443,kurta_48390,321.68,138,Product kurta_48390,1
444,Top_30157,247.18,897,Product Top_30157,1
445,Top_13900,279.42,975,Product Top_13900,1
446,Top_35745,192.31,946,Product Top_35745,2
447,Top_18573,111.03,255,Product Top_18573,1
448,Top_41191,444.37,743,Product Top_41191,1
449,Top_14966,142.39,712,Product Top_14966,1
450,kurta_50897,395.26,51,Product kurta_50897,2
451,kurta_46016,222.53,602,Product kurta_46016,2
452,kurta_28880,420.19,788,Product kurta_28880,2
453,kurta_33263,267.18,458,Product kurta_33263,2
454,Western Dress_62916,166.68,432,Product Western Dress_62916,1
455,Western Dress_56594,210.42,289,Product Western Dress_56594,1
456,Western Dress_19343,184.34,501,Product Western Dress_19343,1
457,Western Dress_23670,250.35,159,Product Western Dress_23670,1
458,Western Dress_64284,491.2,876,Product Western Dress_64284,1
459,Western Dress_20562,388.57,587,Product Western Dress_20562,1
460,kurta_6067,452.48,26,Product kurta_6067,1
461,kurta_27773,106.99,702,Product kurta_27773,1
462,Set_44293,379.39,471,Product Set_44293,1
463,Set_49097,149.72,148,Product Set_49097,1
464,Set_59455,320.36,0,Product Set_59455,1
465,kurta_8819,110.87,25,Product kurta_8819,1
466,kurta_52146,249.26,39,Product kurta_52146,1
467,kurta_51802,303.96,954,Product kurta_51802,1
468,kurta_32918,176.92,678,Product kurta_32918,1
469,kurta_54572,146.92,362,Product kurta_54572,1
470,kurta_51784,365.62,188,Product kurta_51784,1
471,kurta_22237,362.67,420,Product kurta_22237,1
472,kurta_45802,228.17,413,Product kurta_45802,1
473,kurta_53223,437.79,138,Product kurta_53223,1
474,kurta_37407,122.68,985,Product kurta_37407,1
475,kurta_51596,499.01,463,Product kurta_51596,2
476,kurta_32272,70.54,548,Product kurta_32272,1
477,Set_17454,123.23,430,Product Set_17454,1
478,Set_14313,407.38,867,Product Set_14313,1
479,Set_46509,411.14,791,Product Set_46509,1
480,Set_20358,133.16,814,Product Set_20358,2
481,Set_146,99.42,499,Product Set_146,1
482,Set_11698,484.63,881,Product Set_11698,2
483,Set_15977,157.94,916,Product Set_15977,2
484,Top_3205,170.45,121,Product Top_3205,2
485,kurta_50698,58.16,632,Product kurta_50698,1
486,kurta_14483,148.78,95,Product kurta_14483,1
487,kurta_24605,295.81,227,Product kurta_24605,1
488,Ethnic Dress_14727,164.33,730,Product Ethnic Dress_14727,1
489,Ethnic Dress_12069,417.16,415,Product Ethnic Dress_12069,1
490,Ethnic Dress_54575,296.39,577,Product Ethnic Dress_54575,1
491,Set_34719,357.61,85,Product Set_34719,1
492,Set_38043,291.32,601,Product Set_38043,2
493,Set_39679,54.77,434,Product Set_39679,2
494,Set_42096,188.43,106,Product Set_42096,2
495,Set_52586,174.54,668,Product Set_52586,1
496,Set_23789,112.33,45,Product Set_23789,1
497,Set_798,346.21,666,Product Set_798,2
498,Set_62670,118.5,940,Product Set_62670,1
499,Set_11406,201.54,227,Product Set_11406,2
500,Set_60175,255.59,453,Product Set_60175,1
501,Set_11093,381.18,638,Product Set_11093,1
502,Western Dress_47573,135.02,669,Product Western Dress_47573,1
503,Western Dress_23407,417.45,635,Product Western Dress_23407,1
504,Western Dress_36003,244.58,142,Product Western Dress_36003,1
505,Western Dress_56096,405.75,809,Product Western Dress_56096,1
506,Set_20342,325.5,650,Product Set_20342,1
507,Set_52441,109.44,889,Product Set_52441,1
508,Set_28673,165.04,266,Product Set_28673,1
509,Top_39028,428.64,941,Product Top_39028,1
510,Top_60358,447.67,909,Product Top_60358,1
